[*] 10/9/2025 10:58:25 AM - Starting HardeningKitty
[*] 10/9/2025 10:58:25 AM - Getting machine information
[*] Hostname: DESKTOP-UD5QC2K
[*] Domain: WORKGROUP
[*] Domain role: StandaloneWorkstation
[*] Install date: 10/07/2025 17:04:54
[*] Last Boot Time: 10/09/2025 09:23:55
[*] Uptime: 01:34:29.8047056
[*] Windows: Microsoft Windows 11 Pro
[*] Windows edition: Professional
[*] Windows version: 2009
[*] Windows build: 26100.1.amd64fre.ge_release.240331-1435
[*] System-locale: en-US
[*] Powershell Version: 5.1
[*] 10/9/2025 10:58:29 AM - Getting user information
[*] Username: DESKTOP-UD5QC2K\Fadlullah LC
[*] Is Admin: True
[*] 10/9/2025 10:58:29 AM - Starting Category Features
ID 1000, SMBv1 Support, Feature is not installed
[*] 10/9/2025 10:58:30 AM - Starting Category Account Policies
ID 1103, System Access\ClearTextPassword, 0, Configured security policy
ID 1905, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, d3e037e1-3eb8-44c8-a917-57927947596d, Registry key removed
ID 1920, ASR: Block JavaScript or VBScript from launching downloaded executable content, d3e037e1-3eb8-44c8-a917-57927947596d, ASR rule added to list
ID 1906, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 5beb7efe-fd9a-4556-801d-275e5ffc04cc, Registry key removed
ID 1921, ASR: Block execution of potentially obfuscated scripts, 5beb7efe-fd9a-4556-801d-275e5ffc04cc, ASR rule added to list
ID 1907, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b, Registry key removed
ID 1922, ASR: Block Win32 API calls from Office macros, 92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b, ASR rule added to list
ID 1908, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 01443614-cd74-433a-b99e-2ecdc07bfc25, Registry key removed
ID 1923, ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion, 01443614-cd74-433a-b99e-2ecdc07bfc25, ASR rule added to list
ID 1909, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, c1db55ab-c21a-4637-bb3f-a12568109d35, Registry key removed
ID 1924, ASR: Use advanced protection against ransomware, c1db55ab-c21a-4637-bb3f-a12568109d35, ASR rule added to list
ID 1910, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2, Registry key removed
ID 1925, ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe), 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2, ASR rule added to list
ID 1911, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, d1e49aac-8f56-4280-b9ba-993a6d77406c, Registry key removed
ID 1926, ASR: Block process creations originating from PSExec and WMI commands, d1e49aac-8f56-4280-b9ba-993a6d77406c, ASR rule added to list
ID 1912, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4, Registry key removed
ID 1927, ASR: Block untrusted and unsigned processes that run from USB, b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4, ASR rule added to list
ID 1913, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 26190899-1602-49e8-8b27-eb1d0a1ce869, Registry key removed
ID 1928, ASR: Block Office communication application from creating child processes, 26190899-1602-49e8-8b27-eb1d0a1ce869, ASR rule added to list
ID 1914, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c, Registry key removed
ID 1929, ASR: Block Adobe Reader from creating child processes, 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c, ASR rule added to list
ID 1915, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, e6db77e5-3df2-4cf1-b95a-636979351e5b, Registry key removed
ID 1930, ASR: Block persistence through WMI event subscription, e6db77e5-3df2-4cf1-b95a-636979351e5b, ASR rule added to list
ID 1931, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 56a863a9-875e-4185-98a7-b882c64b5ce5, Registry key removed
ID 1932, ASR: Block abuse of exploited vulnerable signed drivers, 56a863a9-875e-4185-98a7-b882c64b5ce5, ASR rule added to list
ID 1933, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 33ddedf1-c6e0-47cb-833e-de6133960387, Registry key removed
ID 1934, ASR: Block rebooting machine in Safe Mode, 33ddedf1-c6e0-47cb-833e-de6133960387, ASR rule added to list
ID 1935, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, c0033c00-d16d-4114-a5a0-dc9b3a7d2ceb, Registry key removed
ID 1936, ASR: Block use of copied or impersonated system tools, c0033c00-d16d-4114-a5a0-dc9b3a7d2ceb, ASR rule added to list
ID 1966, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR, ExploitGuard_ASR_ASROnlyExclusions, Registry key removed
ID 1965, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection, EnableNetworkProtection, Registry key removed
[*] 10/9/2025 10:58:50 AM - Starting Category Administrative Templates: Windows Components
ID 1767, HKLM:\Software\Policies\Microsoft\Windows\Windows Feeds, EnableFeeds, Registry key removed
ID 1733, HKLM:\Software\Policies\Microsoft\Windows\OneDrive, DisableFileSyncNGSC, Registry key removed
ID 1734, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, DisablePasswordSaving, Registry key removed
ID 1735, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fDenyTSConnections, Registry key removed
ID 1736, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fDisableCdm, Registry key removed
ID 1737, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fPromptForPassword, Registry key removed
ID 1738, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fEncryptRPCTraffic, Registry key removed
ID 1739, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, MinEncryptionLevel, Registry key removed
ID 1740, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowCloudSearch, Registry key removed
ID 1741, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowCortana, Registry key removed
ID 1742, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowCortanaAboveLock, Registry key removed
ID 1743, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowIndexingEncryptedStoresOrItems, Registry key removed
ID 1744, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowSearchToUseLocation, Registry key removed
ID 1745, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, ConnectedSearchPrivacy, Registry key removed
ID 1746, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Error Reporting, Disabled, This key policy does not already exists
ID 1747, HKLM:\Software\Policies\Microsoft\Windows\GameDVR, AllowGameDVR, Registry key removed
ID 1748, HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace, AllowWindowsInkWorkspace, Registry key removed
ID 1749, HKLM:\Software\Policies\Microsoft\Windows\Installer, AlwaysInstallElevated, Registry key removed
ID 1750, HKLM:\Software\Policies\Microsoft\Windows\Installer, EnableUserControl, Registry key removed
ID 1751, HKLM:\Software\Policies\Microsoft\Windows\Installer, SafeForScripting, Registry key removed
ID 1752, HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System, DisableAutomaticRestartSignOn, Registry key removed
ID 1770, HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Device Installer, DisableCoInstallers, Registry key removed
ID 1753, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client, AllowBasic, Registry key removed
ID 1754, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client, AllowUnencryptedTraffic, Registry key removed
ID 1755, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client, AllowDigest, Registry key removed
ID 1756, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, AllowAutoConfig, Registry key removed
ID 1757, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, AllowBasic, Registry key removed
ID 1758, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, AllowUnencryptedTraffic, Registry key removed
ID 1759, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, DisableRunAs, Registry key removed
ID 1760, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS, AllowRemoteShellAccess, Registry key removed
ID 2000, HKLM:\SOFTWARE\Policies\Microsoft\Windows\System, EnableSmartScreen, Registry key removed
ID 2001, HKLM:\SOFTWARE\Policies\Microsoft\Windows\System, ShellSmartScreenLevel, Registry key removed
[*] 10/9/2025 10:58:51 AM - Starting Category PowerShell
ID 2105, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging, EnableModuleLogging, Registry key removed
ID 2106, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging\ModuleNames, *, Registry key removed
ID 2100, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging, EnableScriptBlockLogging, Registry key removed
ID 2101, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging, EnableScriptBlockInvocationLogging, Registry key removed
ID 2102, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableTranscripting, Registry key removed
ID 2107, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableInvocationHeader, Registry key removed
ID 2107, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableInvocationHeader, Registry key removed
ID 2107, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableInvocationHeader, Registry key removed
[*] 10/9/2025 10:58:51 AM - Starting Category MS Security Guide
ID 2200, HKLM:\SYSTEM\CurrentControlSet\Control\Lsa, RunAsPPL, Registry value created/modified
ID 2201, HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LSASS.exe, AuditLevel, Registry value created/modified
ID 2202, HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters, NodeType, Registry key removed
ID 2203, HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest, UseLogonCredential, Registry key removed
ID 2209, HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel, DisableExceptionChainValidation, Registry key removed
ID 2210, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint, RestrictDriverInstallationToAdministrators, Registry key removed
ID 2211, HKLM:\System\CurrentControlSet\Control\Print, RpcAuthnLevelPrivacyEnabled, Registry key removed
ID 2212, HKLM:\Software\Policies\Microsoft\Windows NT\Printers, CopyFilesPolicy, Registry key removed
[*] 10/9/2025 10:58:52 AM - Starting Category MSS (Legacy)
ID 2204, HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager, SafeDLLSearchMode, Registry key removed
ID 2205, HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters, DisableIPSourceRouting, Registry key removed
ID 2206, HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters, DisableIPSourceRouting, Registry key removed
ID 2207, HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters, EnableICMPRedirect, Registry key removed
ID 2208, HKLM:\System\CurrentControlSet\Services\Netbt\Parameters, NoNameReleaseOnDemand, Registry key removed
[*] 10/9/2025 10:58:52 AM - Starting Category Scheduled Task
ID 2400, XblGameSave Standby Task, Scheduled Task was enabled
[*] 10/9/2025 10:59:03 AM - Starting Category System Services
ID 2411, HKLM:\SYSTEM\CurrentControlSet\Services\Dnscache\Parameters, EnableMDNS, Registry key removed
ID 2401, HKLM:\SYSTEM\CurrentControlSet\Services\Spooler, Start, Registry value created/modified
ID 2412, HKLM:\SYSTEM\CurrentControlSet\Services\WebClient, Start, Registry value created/modified
ID 2403, HKLM:\SYSTEM\CurrentControlSet\Services\XboxGipSvc, Start, Registry value created/modified
ID 2405, HKLM:\SYSTEM\CurrentControlSet\Services\XblAuthManager, Start, Registry value created/modified
ID 2407, HKLM:\SYSTEM\CurrentControlSet\Services\XblGameSave, Start, Registry value created/modified
ID 2409, HKLM:\SYSTEM\CurrentControlSet\Services\XboxNetApiSvc, Start, Registry value created/modified
[*] 10/9/2025 10:59:03 AM - Starting Category Microsoft Defender Exploit Guard
ID 1950, Exploit protection: Control flow guard (CFG), setting added to list
ID 1951, Exploit protection: Data Execution Prevention (DEP), setting added to list
ID 1952, Exploit protection: Override Data Execution Prevention (DEP), setting added to list
ID 1954, Exploit protection: Force randomization for images (Mandatory ASLR), setting added to list
ID 1955, Exploit protection: Override force randomization for images (Mandatory ASLR), setting added to list
ID 1956, Exploit protection: Randomize memory allocations (Bottom-up ASLR), setting added to list
ID 1957, Exploit protection: Override randomize memory allocations (Bottom-up ASLR), setting added to list
ID 1958, Exploit protection: High-entropy ASLR, setting added to list
ID 1959, Exploit protection: Override high-entropy ASLR, setting added to list
ID 1960, Exploit protection: Validate exception chains (SEHOP), setting added to list
ID 1961, Exploit protection: Validate exception chains (SEHOP (Telemetry only), setting added to list
ID 1962, Exploit protection: Override validate exception chains (SEHOP), setting added to list
ID 1963, Exploit protection: Validate heap integrity, setting added to list
ID 1964, Exploit protection: Override validate heap integrity, setting added to list
ID 1953, Force use of Data Execution Prevention (DEP), Setting is already set correct
[*] 10/9/2025 10:59:03 AM - HardeningKitty prepares the report
[*] 10/9/2025 10:59:13 AM - Report done
[*] 10/9/2025 10:59:13 AM - HardeningKitty is done
