[*] 10/9/2025 12:42:53 AM - Starting HardeningKitty
[*] 10/9/2025 12:42:53 AM - Getting machine information
[*] Hostname: DESKTOP-UD5QC2K
[*] Domain: WORKGROUP
[*] Domain role: StandaloneWorkstation
[*] Install date: 10/07/2025 17:04:54
[*] Last Boot Time: 10/08/2025 15:53:48
[*] Uptime: 08:49:05.1345939
[*] Windows: Microsoft Windows 11 Pro
[*] Windows edition: Professional
[*] Windows version: 2009
[*] Windows build: 26100.1.amd64fre.ge_release.240331-1435
[*] System-locale: en-US
[*] Powershell Version: 5.1
[*] 10/9/2025 12:42:58 AM - Getting user information
[*] Username: DESKTOP-UD5QC2K\Fadlullah LC
[*] Is Admin: True
[*] 10/9/2025 12:42:58 AM - Starting Category Features
ID 1000, SMBv1 Support, Feature is not installed
[*] 10/9/2025 12:42:58 AM - Starting Category Account Policies
ID 1103, System Access\ClearTextPassword, 0, Configured security policy
ID 1709, HKLM:\Software\Policies\Microsoft\FVE, DisableExternalDMAUnderLock, Registry value created/modified
ID 1710, HKLM:\Software\Policies\Microsoft\FVE, OSAllowSecureBootForIntegrity, Registry value created/modified
ID 1711, HKLM:\Software\Policies\Microsoft\FVE, UseAdvancedStartup, Registry value created/modified
ID 1715, HKLM:\Software\Policies\Microsoft\FVE, EnableBDEWithNoTPM, Registry value created/modified
ID 1716, HKLM:\Software\Policies\Microsoft\FVE, UseTPM, Registry value created/modified
ID 1717, HKLM:\Software\Policies\Microsoft\FVE, UseTPMPIN, Registry value created/modified
ID 1718, HKLM:\Software\Policies\Microsoft\FVE, UseTPMKey, Registry value created/modified
ID 1719, HKLM:\Software\Policies\Microsoft\FVE, UseTPMKeyPIN, Registry value created/modified
ID 1712, HKLM:\Software\Policies\Microsoft\FVE, UseEnhancedPin, Registry value created/modified
ID 1713, HKLM:\Software\Policies\Microsoft\FVE, OSHardwareEncryption, Registry value created/modified
ID 1763, HKLM:\Software\Policies\Microsoft\FVE, MinimumPIN, Registry value created/modified
ID 1720, HKLM:\Software\Policies\Microsoft\Windows\CloudContent, DisableSoftLanding, Registry key created
ID 1720, HKLM:\Software\Policies\Microsoft\Windows\CloudContent, DisableSoftLanding, Registry value created/modified
ID 1721, HKLM:\Software\Policies\Microsoft\Windows\CloudContent, DisableWindowsConsumerFeatures, Registry value created/modified
ID 1722, HKLM:\Software\Policies\Microsoft\Windows\CredUI, DisablePasswordReveal, Registry key created
ID 1722, HKLM:\Software\Policies\Microsoft\Windows\CredUI, DisablePasswordReveal, Registry value created/modified
ID 1724, HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI, EnumerateAdministrators, Registry key created
ID 1724, HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI, EnumerateAdministrators, Registry value created/modified
ID 1725, HKLM:\Software\Policies\Microsoft\Windows\DataCollection, AllowTelemetry, Registry value created/modified
ID 1726, HKLM:\Software\Policies\Microsoft\Windows\DataCollection, AllowDeviceNameInTelemetry, Registry value created/modified
ID 1727, HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization, DODownloadMode, Registry key created
ID 1727, HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization, DODownloadMode, Registry value created/modified
ID 1728, HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application, MaxSize, Registry key created
ID 1728, HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application, MaxSize, Registry value created/modified
ID 1729, HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security, MaxSize, Registry key created
ID 1729, HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security, MaxSize, Registry value created/modified
ID 1730, HKLM:\Software\Policies\Microsoft\Windows\EventLog\System, MaxSize, Registry key created
ID 1730, HKLM:\Software\Policies\Microsoft\Windows\EventLog\System, MaxSize, Registry value created/modified
ID 1774, HKLM:\Software\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PowerShell/Operational, MaxSize, Registry value created/modified
ID 1775, HKLM:\Software\Microsoft\Windows\CurrentVersion\WINEVT\Channels\PowerShellCore/Operational, MaxSize, Registry key created
ID 1775, HKLM:\Software\Microsoft\Windows\CurrentVersion\WINEVT\Channels\PowerShellCore/Operational, MaxSize, Registry value created/modified
ID 1731, HKLM:\Software\Policies\Microsoft\Windows\Explorer, EnableShellShortcutIconRemotePath, Registry value created/modified
ID 1732, HKLM:\Software\Policies\Microsoft\Windows\HomeGroup, DisableHomeGroup, Registry key created
ID 1732, HKLM:\Software\Policies\Microsoft\Windows\HomeGroup, DisableHomeGroup, Registry value created/modified
[*] 10/9/2025 12:43:17 AM - Starting Category Microsoft Defender Antivirus
ID 1800, HKLM:\Software\Policies\Microsoft\Windows Defender, DisableAntiSpyware, Registry value created/modified
ID 1801, HKLM:\Software\Policies\Microsoft\Windows Defender, PUAProtection, Registry value created/modified
ID 1806, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions, Exclusions_Extensions, Registry key created
ID 1806, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions, Exclusions_Extensions, Registry value created/modified
ID 1808, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions, Exclusions_Paths, Registry value created/modified
ID 1810, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Exclusions, Exclusions_Processes, Registry value created/modified
ID 1816, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet, SpynetReporting, Registry key created
ID 1816, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet, SpynetReporting, Registry value created/modified
ID 1817, HKLM:\Software\Policies\Microsoft\Windows Defender\Spynet, DisableBlockAtFirstSeen, Registry value created/modified
ID 1818, HKLM:\Software\Policies\Microsoft\Windows Defender\Spynet, SubmitSamplesConsent, Registry value created/modified
ID 1819, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine, EnableFileHashComputation, Registry key created
ID 1819, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine, EnableFileHashComputation, Registry value created/modified
ID 1820, HKLM:\Software\Policies\Microsoft\Windows Defender\MpEngine, MpCloudBlockLevel, Registry value created/modified
ID 1821, HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection, DisableIOAVProtection, Registry key created
ID 1821, HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection, DisableIOAVProtection, Registry value created/modified
ID 1822, HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection, DisableRealtimeMonitoring, Registry value created/modified
ID 1823, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection, DisableBehaviorMonitoring, Registry value created/modified
ID 1824, HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection, DisableScriptScanning, Registry value created/modified
ID 1825, HKLM:\Software\Policies\Microsoft\Windows Defender\Scan, DisableRemovableDriveScanning, Registry key created
ID 1825, HKLM:\Software\Policies\Microsoft\Windows Defender\Scan, DisableRemovableDriveScanning, Registry value created/modified
ID 1812, HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Environment, MP_FORCE_USE_SANDBOX, Registry value created/modified
[*] 10/9/2025 12:43:17 AM - Starting Category Microsoft Defender Exploit Guard
ID 1900, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR, ExploitGuard_ASR_Rules, Registry key created
ID 1900, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR, ExploitGuard_ASR_Rules, Registry value created/modified
ID 1901, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, be9ba2d9-53ea-4cdc-84e5-9b1eeee46550, Registry key created
ID 1901, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, be9ba2d9-53ea-4cdc-84e5-9b1eeee46550, Registry value created/modified
ID 1916, ASR: Block executable content from email client and webmail, be9ba2d9-53ea-4cdc-84e5-9b1eeee46550, ASR rule added to list
ID 1902, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, d4f940ab-401b-4efc-aadc-ad5f3c50688a, Registry value created/modified
ID 1917, ASR: Block all Office applications from creating child processes, d4f940ab-401b-4efc-aadc-ad5f3c50688a, ASR rule added to list
ID 1903, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 3b576869-a4ec-4529-8536-b80a7769e899, Registry value created/modified
ID 1918, ASR: Block Office applications from creating executable content, 3b576869-a4ec-4529-8536-b80a7769e899, ASR rule added to list
ID 1904, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84, Registry value created/modified
ID 1919, ASR: Block Office applications from injecting code into other processes, 75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84, ASR rule added to list
ID 1905, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, d3e037e1-3eb8-44c8-a917-57927947596d, Registry value created/modified
ID 1920, ASR: Block JavaScript or VBScript from launching downloaded executable content, d3e037e1-3eb8-44c8-a917-57927947596d, ASR rule added to list
ID 1906, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 5beb7efe-fd9a-4556-801d-275e5ffc04cc, Registry value created/modified
ID 1921, ASR: Block execution of potentially obfuscated scripts, 5beb7efe-fd9a-4556-801d-275e5ffc04cc, ASR rule added to list
ID 1907, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b, Registry value created/modified
ID 1922, ASR: Block Win32 API calls from Office macros, 92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b, ASR rule added to list
ID 1908, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 01443614-cd74-433a-b99e-2ecdc07bfc25, Registry value created/modified
ID 1923, ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion, 01443614-cd74-433a-b99e-2ecdc07bfc25, ASR rule added to list
ID 1909, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, c1db55ab-c21a-4637-bb3f-a12568109d35, Registry value created/modified
ID 1924, ASR: Use advanced protection against ransomware, c1db55ab-c21a-4637-bb3f-a12568109d35, ASR rule added to list
ID 1910, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2, Registry value created/modified
ID 1925, ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe), 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2, ASR rule added to list
ID 1911, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, d1e49aac-8f56-4280-b9ba-993a6d77406c, Registry value created/modified
ID 1926, ASR: Block process creations originating from PSExec and WMI commands, d1e49aac-8f56-4280-b9ba-993a6d77406c, ASR rule added to list
ID 1912, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4, Registry value created/modified
ID 1927, ASR: Block untrusted and unsigned processes that run from USB, b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4, ASR rule added to list
ID 1913, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 26190899-1602-49e8-8b27-eb1d0a1ce869, Registry value created/modified
ID 1928, ASR: Block Office communication application from creating child processes, 26190899-1602-49e8-8b27-eb1d0a1ce869, ASR rule added to list
ID 1914, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c, Registry value created/modified
ID 1929, ASR: Block Adobe Reader from creating child processes, 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c, ASR rule added to list
ID 1915, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, e6db77e5-3df2-4cf1-b95a-636979351e5b, Registry value created/modified
ID 1930, ASR: Block persistence through WMI event subscription, e6db77e5-3df2-4cf1-b95a-636979351e5b, ASR rule added to list
ID 1931, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 56a863a9-875e-4185-98a7-b882c64b5ce5, Registry value created/modified
ID 1932, ASR: Block abuse of exploited vulnerable signed drivers, 56a863a9-875e-4185-98a7-b882c64b5ce5, ASR rule added to list
ID 1933, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, 33ddedf1-c6e0-47cb-833e-de6133960387, Registry value created/modified
ID 1934, ASR: Block rebooting machine in Safe Mode, 33ddedf1-c6e0-47cb-833e-de6133960387, ASR rule added to list
ID 1935, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules, c0033c00-d16d-4114-a5a0-dc9b3a7d2ceb, Registry value created/modified
ID 1936, ASR: Block use of copied or impersonated system tools, c0033c00-d16d-4114-a5a0-dc9b3a7d2ceb, ASR rule added to list
ID 1966, HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR, ExploitGuard_ASR_ASROnlyExclusions, Registry value created/modified
ID 1965, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection, EnableNetworkProtection, Registry key created
ID 1965, HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection, EnableNetworkProtection, Registry value created/modified
[*] 10/9/2025 12:43:19 AM - Starting Category Administrative Templates: Windows Components
ID 1767, HKLM:\Software\Policies\Microsoft\Windows\Windows Feeds, EnableFeeds, Registry key created
ID 1767, HKLM:\Software\Policies\Microsoft\Windows\Windows Feeds, EnableFeeds, Registry value created/modified
ID 1733, HKLM:\Software\Policies\Microsoft\Windows\OneDrive, DisableFileSyncNGSC, Registry key created
ID 1733, HKLM:\Software\Policies\Microsoft\Windows\OneDrive, DisableFileSyncNGSC, Registry value created/modified
ID 1734, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, DisablePasswordSaving, Registry value created/modified
ID 1735, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fDenyTSConnections, Registry value created/modified
ID 1736, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fDisableCdm, Registry value created/modified
ID 1737, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fPromptForPassword, Registry value created/modified
ID 1738, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, fEncryptRPCTraffic, Registry value created/modified
ID 1739, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services, MinEncryptionLevel, Registry value created/modified
ID 1740, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowCloudSearch, Registry key created
ID 1740, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowCloudSearch, Registry value created/modified
ID 1741, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowCortana, Registry value created/modified
ID 1742, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowCortanaAboveLock, Registry value created/modified
ID 1743, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowIndexingEncryptedStoresOrItems, Registry value created/modified
ID 1744, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, AllowSearchToUseLocation, Registry value created/modified
ID 1745, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search, ConnectedSearchPrivacy, Registry value created/modified
ID 1746, HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Error Reporting, Disabled, Registry value created/modified
ID 1747, HKLM:\Software\Policies\Microsoft\Windows\GameDVR, AllowGameDVR, Registry key created
ID 1747, HKLM:\Software\Policies\Microsoft\Windows\GameDVR, AllowGameDVR, Registry value created/modified
ID 1748, HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace, AllowWindowsInkWorkspace, Registry key created
ID 1748, HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace, AllowWindowsInkWorkspace, Registry value created/modified
ID 1749, HKLM:\Software\Policies\Microsoft\Windows\Installer, AlwaysInstallElevated, Registry key created
ID 1749, HKLM:\Software\Policies\Microsoft\Windows\Installer, AlwaysInstallElevated, Registry value created/modified
ID 1750, HKLM:\Software\Policies\Microsoft\Windows\Installer, EnableUserControl, Registry value created/modified
ID 1751, HKLM:\Software\Policies\Microsoft\Windows\Installer, SafeForScripting, Registry value created/modified
ID 1752, HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System, DisableAutomaticRestartSignOn, Registry value created/modified
ID 1770, HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Device Installer, DisableCoInstallers, Registry value created/modified
ID 1753, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client, AllowBasic, Registry key created
ID 1753, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client, AllowBasic, Registry value created/modified
ID 1754, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client, AllowUnencryptedTraffic, Registry value created/modified
ID 1755, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client, AllowDigest, Registry value created/modified
ID 1756, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, AllowAutoConfig, Registry key created
ID 1756, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, AllowAutoConfig, Registry value created/modified
ID 1757, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, AllowBasic, Registry value created/modified
ID 1758, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, AllowUnencryptedTraffic, Registry value created/modified
ID 1759, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service, DisableRunAs, Registry value created/modified
ID 1760, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS, AllowRemoteShellAccess, Registry key created
ID 1760, HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS, AllowRemoteShellAccess, Registry value created/modified
ID 2000, HKLM:\SOFTWARE\Policies\Microsoft\Windows\System, EnableSmartScreen, Registry value created/modified
ID 2001, HKLM:\SOFTWARE\Policies\Microsoft\Windows\System, ShellSmartScreenLevel, Registry value created/modified
[*] 10/9/2025 12:43:20 AM - Starting Category PowerShell
ID 2105, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging, EnableModuleLogging, Registry key created
ID 2105, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging, EnableModuleLogging, Registry value created/modified
ID 2106, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging\ModuleNames, *, Registry key created
ID 2106, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging\ModuleNames, *, Registry value created/modified
ID 2100, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging, EnableScriptBlockLogging, Registry key created
ID 2100, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging, EnableScriptBlockLogging, Registry value created/modified
ID 2101, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging, EnableScriptBlockInvocationLogging, Registry value created/modified
ID 2102, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableTranscripting, Registry key created
ID 2102, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableTranscripting, Registry value created/modified
ID 2107, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableInvocationHeader, Registry value created/modified
ID 2107, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableInvocationHeader, Registry value created/modified
ID 2107, HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription, EnableInvocationHeader, Registry value created/modified
[*] 10/9/2025 12:43:22 AM - Starting Category MS Security Guide
ID 2200, HKLM:\SYSTEM\CurrentControlSet\Control\Lsa, RunAsPPL, Registry value created/modified
ID 2201, HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LSASS.exe, AuditLevel, Registry value created/modified
ID 2202, HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters, NodeType, Registry value created/modified
ID 2203, HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest, UseLogonCredential, Registry value created/modified
ID 2209, HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel, DisableExceptionChainValidation, Registry value created/modified
ID 2210, HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint, RestrictDriverInstallationToAdministrators, Registry value created/modified
ID 2211, HKLM:\System\CurrentControlSet\Control\Print, RpcAuthnLevelPrivacyEnabled, Registry value created/modified
ID 2212, HKLM:\Software\Policies\Microsoft\Windows NT\Printers, CopyFilesPolicy, Registry value created/modified
[*] 10/9/2025 12:43:22 AM - Starting Category MSS (Legacy)
ID 2204, HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager, SafeDLLSearchMode, Registry value created/modified
ID 2205, HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters, DisableIPSourceRouting, Registry value created/modified
ID 2206, HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters, DisableIPSourceRouting, Registry value created/modified
ID 2207, HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters, EnableICMPRedirect, Registry value created/modified
ID 2208, HKLM:\System\CurrentControlSet\Services\Netbt\Parameters, NoNameReleaseOnDemand, Registry value created/modified
[*] 10/9/2025 12:43:22 AM - Starting Category Scheduled Task
ID 2400, XblGameSave Standby Task, Scheduled Task was disabled
[*] 10/9/2025 12:43:35 AM - Starting Category System Services
ID 2411, HKLM:\SYSTEM\CurrentControlSet\Services\Dnscache\Parameters, EnableMDNS, Registry value created/modified
ID 2401, HKLM:\SYSTEM\CurrentControlSet\Services\Spooler, Start, Registry value created/modified
ID 2412, HKLM:\SYSTEM\CurrentControlSet\Services\WebClient, Start, Registry value created/modified
ID 2403, HKLM:\SYSTEM\CurrentControlSet\Services\XboxGipSvc, Start, Registry value created/modified
ID 2405, HKLM:\SYSTEM\CurrentControlSet\Services\XblAuthManager, Start, Registry value created/modified
ID 2407, HKLM:\SYSTEM\CurrentControlSet\Services\XblGameSave, Start, Registry value created/modified
ID 2409, HKLM:\SYSTEM\CurrentControlSet\Services\XboxNetApiSvc, Start, Registry value created/modified
[*] 10/9/2025 12:43:35 AM - Starting Category Microsoft Defender Exploit Guard
ID 1950, Exploit protection: Control flow guard (CFG), setting added to list
ID 1951, Exploit protection: Data Execution Prevention (DEP), setting added to list
ID 1952, Exploit protection: Override Data Execution Prevention (DEP), setting added to list
ID 1954, Exploit protection: Force randomization for images (Mandatory ASLR), setting added to list
ID 1955, Exploit protection: Override force randomization for images (Mandatory ASLR), setting added to list
ID 1956, Exploit protection: Randomize memory allocations (Bottom-up ASLR), setting added to list
ID 1957, Exploit protection: Override randomize memory allocations (Bottom-up ASLR), setting added to list
ID 1958, Exploit protection: High-entropy ASLR, setting added to list
ID 1959, Exploit protection: Override high-entropy ASLR, setting added to list
ID 1960, Exploit protection: Validate exception chains (SEHOP), setting added to list
ID 1961, Exploit protection: Validate exception chains (SEHOP (Telemetry only), setting added to list
ID 1962, Exploit protection: Override validate exception chains (SEHOP), setting added to list
ID 1963, Exploit protection: Validate heap integrity, setting added to list
ID 1964, Exploit protection: Override validate heap integrity, setting added to list
ID 1953, Force use of Data Execution Prevention (DEP), Setting is already set correct
[*] 10/9/2025 12:43:36 AM - Starting Category Windows Firewall
ID 2300, HardeningKitty-Block-TCP-NetBIOS, Rule created
ID 2301, HardeningKitty-Block-TCP-RDP, Rule created
ID 2302, HardeningKitty-Block-TCP-RPC, Rule created
ID 2303, HardeningKitty-Block-TCP-SMB, Rule created
ID 2304, HardeningKitty-Block-TCP-WinRM, Rule created
ID 2305, HardeningKitty-Block-UDP-NetBIOS, Rule created
ID 2306, HardeningKitty-Block-UDP-RPC, Rule created
ID 2307, HardeningKitty-Block-calc-x64, Rule created
ID 2308, HardeningKitty-Block-calc-x86, Rule created
ID 2309, HardeningKitty-Block-certutil-x64, Rule created
ID 2310, HardeningKitty-Block-certutil-x86, Rule created
ID 2311, HardeningKitty-Block-conhost-x64, Rule created
ID 2312, HardeningKitty-Block-conhost-x86, Rule created
ID 2313, HardeningKitty-Block-cscript-x64, Rule created
ID 2314, HardeningKitty-Block-cscript-x86, Rule created
ID 2315, HardeningKitty-Block-mshta-x64, Rule created
ID 2316, HardeningKitty-Block-mshta-x86, Rule created
ID 2317, HardeningKitty-Block-notepad-x64, Rule created
ID 2318, HardeningKitty-Block-notepad-x86, Rule created
ID 2319, HardeningKitty-Block-RunScriptHelper-x64, Rule created
ID 2320, HardeningKitty-Block-RunScriptHelper-x86, Rule created
ID 2321, HardeningKitty-Block-wscript-x64, Rule created
ID 2322, HardeningKitty-Block-wscript-x86, Rule created
[*] 10/9/2025 12:43:58 AM - Starting Category Microsoft Defender Exploit Guard
Process mitigation settings set
[*] 10/9/2025 12:43:58 AM - HardeningKitty prepares the report
[*] 10/9/2025 12:44:12 AM - Report done
[*] 10/9/2025 12:44:13 AM - HardeningKitty is done
